area,solidity,max_intensity,prediction
1833,0.7079953650057937,983,0
1856,0.7207766990291262,932,5
2678,0.7518248175182481,1050,5
1856,0.6334470989761092,1094,4
1706,0.6887363746467501,926,0
6535,0.8265874019731849,811,0
3527,0.7843006448743607,960,0
2262,0.6606308411214953,873,4
1725,0.6828978622327792,1005,5
4792,0.7564325177584846,1088,5
2827,0.5616928273395589,935,4
11549,0.7550339958158996,1196,3
2688,0.7400881057268722,897,5
2756,0.7430574278781342,929,5
1040,0.7046070460704607,1137,5
1199,0.6551912568306011,944,4
1625,0.6759567387687188,1179,5
12016,0.8257284222100055,788,0
7586,0.8134248337979841,630,0
4034,0.7798182872607771,689,0
4487,0.808759913482336,816,0
9073,0.8193804750293506,775,0
2053,0.7457319288049401,1161,5
5318,0.7775990641906712,1110,5
5576,0.7740144364242088,676,0
2686,0.8292682926829268,886,0
12201,0.8280285035629453,800,3
4107,0.7274176408076515,637,2
3767,0.7992785911309145,789,0
2941,0.7286917740336968,863,0
2561,0.7367663981588032,858,5
2832,0.8154333429311834,891,5
1714,0.7530755711775043,1196,5
8460,0.7640895953757225,933,0
4744,0.8392004245533345,1128,5
1788,0.7081188118811881,982,5
2432,0.6612289287656336,945,4
2325,0.747588424437299,943,0
3589,0.778524945770065,1184,5
11762,0.8491192607565694,634,1
7036,0.8990544339381549,808,0
2734,0.8269812462189957,904,0
7614,0.8033340367166069,768,0
3442,0.8328090975078636,1151,5
3629,0.8023435772717223,940,0
1974,0.739880059970015,1127,5
1528,0.708391284191006,1036,0
2362,0.7078213964638898,991,5
2806,0.7405647928213249,921,5
2484,0.5859872611464968,1099,4
3158,0.7208399908696644,1282,5
13131,0.8096559378468369,1252,3
1708,0.5446428571428571,629,4
2231,0.7733102253032929,906,5
3985,0.8167657306825169,815,0
10034,0.7983768300445576,711,0
2980,0.6332341691457714,1229,5
4855,0.7023000144654998,630,0
4554,0.7504943968358603,796,0
1869,0.7312206572769953,851,0
2507,0.8053324767105686,917,0
2182,0.7762362148701529,883,0
5729,0.7602176220806794,865,0
3194,0.7559763313609468,966,0
2799,0.7359978963975808,1020,5
1616,0.5904274753379612,884,4
5186,0.8108192620387742,670,0
2714,0.7878084179970972,675,0
4781,0.7708803611738149,811,0
1392,0.4856943475226797,851,4
2234,0.7732779508480443,940,0
2004,0.6968011126564673,1120,5
3055,0.7959874934861907,1012,5
4116,0.7795454545454545,951,0
2486,0.7751792952915497,978,5
3719,0.7990975504941985,857,0
5240,0.793939393939394,1153,5
5614,0.7732782369146005,1003,5
7812,0.8205882352941176,545,2
2422,0.8081414748081415,909,0
1937,0.7438556067588326,943,0
1411,0.7618790496760259,983,0
2637,0.7468139337298216,998,5
2157,0.7568421052631579,1022,5
3336,0.7349636483807006,1016,0
2633,0.6739186076273356,937,5
2361,0.7550367764630637,994,5
9014,0.7569065412713074,600,3
4542,0.7411879895561357,742,2
2091,0.7085733649610302,989,5
1350,0.6838905775075987,858,0
1776,0.7535002121340687,914,0
3718,0.7260300722515134,964,0
2509,0.6750067258541835,943,4
14130,0.821034282393957,1055,1
3828,0.7374301675977654,762,0
1483,0.7276741903827282,878,0
2453,0.7106025492468134,955,5
7094,0.806869881710646,785,0
3175,0.7612083433229442,827,0
1435,0.7171414292853573,1064,5
3132,0.7603787327021122,942,5
1683,0.7285714285714285,932,5
2624,0.709572742022715,968,5
2148,0.7796733212341198,1287,5
4737,0.7602311025517573,1173,5
7350,0.7607908084049271,719,1
15978,0.7781998831092928,711,3
2567,0.7617210682492581,649,0
2113,0.8105101649405447,743,0
3810,0.7585108500895879,745,0
5280,0.8045101325613286,777,0
2895,0.7472896231285493,1037,5
3823,0.7336403761274227,850,0
1679,0.7726645190980211,923,0
1468,0.7478349465104432,959,0
2079,0.8002309468822171,1068,0
1329,0.7069148936170213,1043,5
2959,0.7256007846983815,1096,5
3064,0.7172284644194756,815,0
3622,0.6130670277589709,1071,4
12355,0.8207121030955228,1093,3
13314,0.8364641578186844,976,1
2366,0.8203883495145631,1159,0
2113,0.7331714087439278,1304,5
2000,0.7215007215007215,985,0
2065,0.7177615571776156,1328,5
4886,0.7898480439702554,648,0
2908,0.6195142735406902,862,4
8042,0.7549755914382276,791,0
1367,0.7333690987124464,1069,5
1662,0.7305494505494505,941,4
10881,0.8348806874856134,595,1
6954,0.7294660652470366,697,0
3269,0.7684532204983545,909,0
2577,0.7515310586176728,1113,5
2324,0.7083206339530631,998,5
2907,0.7990654205607477,1068,5
2526,0.6588419405320813,907,4
2685,0.7129580456718003,904,0
1461,0.5303085299455536,851,4
3325,0.7532850022655188,659,0
3818,0.8205458843756717,791,0
1600,0.6731173748422381,1023,5
2581,0.7125897294312534,1018,5
3077,0.804865289040021,945,5
2601,0.7118226600985221,931,4
1338,0.6730382293762576,860,0
4543,0.7718314644920149,1357,5
8983,0.7828322440087147,506,3
7243,0.8079196876742889,763,2
2049,0.711952744961779,737,0
3058,0.7867249807049138,936,5
1504,0.669336893635959,909,0
2950,0.7891920813269128,884,5
1350,0.6933744221879815,935,0
2862,0.803030303030303,816,0
2743,0.8141881864054615,1250,5
1416,0.4876033057851239,1091,4
1919,0.7044787077826725,863,4
1778,0.7408333333333333,947,4
2547,0.7841748768472906,863,5
4419,0.8200037112636853,933,0
15263,0.8291954147878524,851,1
4741,0.6771889730038566,784,4
7175,0.7735015092712376,635,2
2563,0.7333333333333333,706,0
4373,0.752279373817306,696,0
3451,0.6636538461538461,847,4
2482,0.7138337647397182,867,0
2177,0.8012513801987486,829,0
1676,0.6793676530198621,1104,5
1141,0.6696009389671361,832,0
3755,0.7605833502126798,839,0
2942,0.694359216426717,937,0
5571,0.7983662940670679,830,0
3045,0.7580283793876027,894,5
2063,0.7749812171299775,793,0
2283,0.6790600832837597,923,4
11492,0.7927704194260485,679,1
10096,0.839095744680851,687,1
3594,0.7953086966142952,739,0
4145,0.7219996516286361,671,0
2717,0.697560975609756,885,0
3564,0.7418817651956703,791,0
2623,0.8212273011897308,842,0
2125,0.6990131578947368,986,4
3675,0.7715725383161873,811,0
2003,0.6654485049833887,983,4
1476,0.5875796178343949,836,4
1823,0.7294917967186875,1239,5
2775,0.6715876089060987,1238,5
2277,0.706046511627907,713,0
1398,0.7483940042826552,1030,0
7152,0.8211251435132032,798,0
1486,0.7577766445690974,1132,5
2257,0.738064094179202,874,5
12277,0.8294709816904263,1258,3
5885,0.7873963071982873,962,5
3846,0.713146671611348,783,0
2505,0.8333333333333334,883,0
5730,0.7833219412166781,849,0
2474,0.7851475721993018,812,0
1535,0.7152842497670084,1103,4
4101,0.7930767743183137,1018,0
3385,0.7469108561341571,872,0
4302,0.8456850796147042,797,0
2015,0.670549084858569,833,4
12676,0.8083152659099605,421,1
4681,0.6800813598721488,824,2
9653,0.8696396396396396,602,2
2025,0.7609921082299888,751,0
2954,0.7962264150943397,1001,5
2191,0.7300899700099966,960,5
2300,0.736235595390525,1019,5
2356,0.8281195079086116,795,0
6742,0.7950471698113207,907,0
2333,0.6721405934889081,860,4
2583,0.7161075686165789,667,0
2540,0.6548079401907708,730,4
5509,0.7818620493897247,805,0
2505,0.7651191203420892,1141,5
1536,0.4213991769547325,899,4
1737,0.643095149944465,824,4
3070,0.7242274121255013,1110,5
16780,0.8142864075314213,954,1
1374,0.7878440366972477,692,0
1450,0.6438721136767318,723,0
1959,0.6139141335004701,806,4
4239,0.75,818,0
3103,0.758494255683207,923,5
1362,0.5581967213114755,803,0
1844,0.7288537549407115,1069,0
1395,0.703125,1034,5
4843,0.759686274509804,900,0
2945,0.8070704302548644,860,0
2036,0.593067288086222,972,4
10040,0.7606636866429275,557,3
1366,0.4141904184354154,696,4
2890,0.8175388967468176,921,0
1734,0.7490280777537797,969,0
1769,0.7524457677584007,1164,5
2467,0.7462189957652753,1139,5
2313,0.6975271411338962,958,5
5603,0.781123658162554,803,3
2749,0.7917626728110599,676,0
2655,0.6915863506121386,738,4
3272,0.7549607752653438,887,0
1206,0.6836734693877551,1062,0
2307,0.6829484902309059,1050,4
3694,0.7932145157826928,879,5
6068,0.8092824753267538,1175,5
4035,0.7435046987285793,924,4
4618,0.7604149514243372,1007,5
20596,0.8755685924414403,563,1
2382,0.6677880571909167,779,2
1292,0.5886104783599089,677,4
2206,0.7593803786574871,673,0
2868,0.6849773107236685,706,0
2477,0.6942264573991032,1026,5
2722,0.8122948373619815,792,0
2940,0.7963163596966414,868,0
2479,0.6911067744633398,848,4
4425,0.7578352457612605,1059,5
14246,0.8570569125255685,544,1
1528,0.6591889559965487,964,0
6270,0.7918666329881283,774,0
2814,0.7646739130434783,955,0
2992,0.7900712965407974,1028,5
1960,0.6426229508196721,1095,4
2896,0.6865813181602656,1092,4
4486,0.7900669249735822,1109,5
3640,0.790616854908775,815,0
3977,0.8392065836674404,909,5
2277,0.7023442319555829,813,4
2673,0.7493692178301093,827,0
861,0.5298461538461539,859,4
2539,0.7229498861047836,1088,5
8084,0.7888368462138954,989,5
14461,0.7725305838987125,471,1
2501,0.7182653647329121,738,0
3457,0.6324551774606659,834,4
2519,0.6000476417341591,824,0
3235,0.7825350749879052,831,0
5904,0.7912087912087912,801,0
2295,0.6534738041002278,861,4
2544,0.7542247257634154,1062,5
3032,0.643326967960959,842,2
4730,0.7884647441240207,688,0
7997,0.8260510277863857,703,0
2590,0.7184466019417476,1033,5
4333,0.7868167786453605,825,0
4458,0.7421341767937406,773,0
3119,0.6848924022837066,990,4
2176,0.7608391608391608,851,0
2463,0.7396396396396396,879,0
14140,0.835203780271707,1197,3
13140,0.819764177428411,945,1
3649,0.6925412791801101,741,0
6966,0.7958414257968697,645,0
5261,0.7348791730688644,740,0
4076,0.8323463344905044,1043,5
3782,0.791544579321892,779,0
1275,0.7154882154882155,1043,0
1656,0.7275922671353251,1121,5
1332,0.7478944413250983,1048,0
2165,0.7052117263843648,1027,5
4531,0.6949386503067485,982,4
10995,0.7556701030927835,948,1
5040,0.7450110864745011,795,2
4832,0.7428132205995388,706,0
4772,0.733026113671275,684,0
5274,0.8312056737588652,779,0
2020,0.6856754921928038,800,0
3064,0.79833246482543,836,0
2502,0.6318181818181818,843,4
1514,0.5617810760667904,843,4
3053,0.6509594882729212,777,4
16440,0.8350688271448163,914,1
5606,0.8284320969410374,614,2
6605,0.6438876974069019,813,0
2864,0.7509176717357106,901,4
3703,0.7888794205368556,1086,5
1696,0.756130182790905,1013,5
2986,0.7868247694334651,919,0
2214,0.6589285714285714,973,5
2092,0.744219139096407,828,0
2488,0.6249686008540568,1173,5
15399,0.8134706814580032,1079,1
14122,0.7910598252296661,563,3
2226,0.7255541069100391,848,0
3131,0.7874748490945674,958,0
1731,0.6949016459253312,997,5
4524,0.799575821845175,1021,5
6217,0.7894603174603174,918,0
7144,0.7831615873711906,1279,3
4342,0.7504320774282751,935,5
2455,0.6802438348573012,945,4
3537,0.7659159809441317,678,2
3118,0.682126449354627,1071,4
4040,0.7038327526132404,878,5
5297,0.7576884565870404,934,5
12626,0.7302909364335705,671,1
1407,0.7588996763754046,979,0
1643,0.6831600831600831,936,4
5815,0.7551948051948052,811,0
1949,0.6224848291280741,1039,4
2329,0.7561688311688312,896,0
4868,0.7054050137661209,1243,5
10307,0.7934565050038491,767,3
4878,0.7612359550561798,749,2
3506,0.7331660393140945,830,2
9030,0.705799593559481,706,0
1830,0.7546391752577319,892,0
3544,0.6495601173020528,853,5
1698,0.7116512992455993,873,4
4455,0.7069184385909235,728,0
5536,0.6934736314668671,816,4
4283,0.8081132075471699,966,5
4076,0.774757650636761,706,0
1349,0.7436604189636163,799,0
1490,0.7461191787681523,970,0
3580,0.7312091503267973,925,5
2943,0.5980491769965455,976,4
2515,0.6341401916288452,864,4
5571,0.8239905339446827,989,5
3528,0.6894664842681258,1072,5
18619,0.8434810183926792,1090,1
1796,0.7846221057230232,919,0
11805,0.8140256516342573,791,0
3829,0.7774619289340101,862,0
3201,0.8252126836813611,1137,5
1297,0.6895268474215842,948,0
5074,0.8211684738630847,898,0
7578,0.8076308216988171,962,5
3038,0.7221297836938436,776,0
3620,0.5446885344568161,774,4
5805,0.7224642190416926,772,2
4429,0.7728145175362066,895,5
12723,0.8557304277643261,640,0
3180,0.7531975367124586,808,2
2056,0.7550495776716857,852,2
6400,0.7993006119645311,813,0
4707,0.7961772665764547,937,0
3503,0.792713283548314,877,0
7326,0.7962178024127812,893,0
1889,0.7090840840840841,1015,5
2802,0.6076772934287573,985,4
2430,0.6860530773574252,770,0
5560,0.6696374804287607,1259,5
1874,0.663362831858407,1159,4
2220,0.7283464566929134,1168,5
14031,0.8455975411318025,1026,3
6351,0.7607810253953042,687,0
3118,0.7283345012847465,814,2
